Longitude,Latitude,Battery_Level,Total Duration,Total Distance
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.087804,51.02585,99.99611536671229,73.437,247.163
-114.089689,51.025951,99.9383079345429,92.02,389.358
-114.094703,51.027685,99.85157858595542,142.789,812.0930000000001
-114.083646,51.108532,98.33535000830149,1138.891,10097.181
-114.045017,51.110532,98.76674221151949,1479.877,13006.445
-114.024846,51.94367,77.90541815333943,4760.710999999999,107242.609
-113.814262,52.121477,72.63713658849538,5578.249,131847.849
-113.860716,52.324595,67.73849229480989,6398.21,155750.24899999998
-113.66298,52.554494,61.039970411276045,7421.196,186472.224
-113.492881,53.425177,39.45953289369176,10747.512999999999,285930.997
-113.492473,53.430194,39.4855844764597,10769.422999999999,286490.43899999995
-113.654005,53.474998,36.65034886043124,11294.374,300341.80399999995
-113.660538,53.566066,34.62235825931208,11676.982,310558.9529999999
-113.660565,53.567523,34.66785621347607,11683.777,310722.4359999999
-113.800106,53.570157,32.66576916715323,12091.364,321273.44599999994
-113.807423,53.571245,32.591992714072184,12110.527,321778.55899999995
-113.808968,53.657953,30.574489483056087,12491.305,331638.008
-113.850683,54.355117,16.32313062924083,15725.359,410290.414
-114.102833,54.553467,12.175131772777629,17117.885000000002,438967.855
-114.059815,55.055536,2.035693655173162,19538.624000000003,496269.488
-114.058982,55.192335,-0.8506625576486861,20520.295000000002,514592.86100000003
-113.973663,55.518462,-7.3251765222843375,24805.475000000002,556179.349
-114.070289,55.499097,-7.208013062863187,25241.587000000003,562759.876
-114.069428,55.512165,-7.572588532388222,25399.147000000004,564359.638
-114.087835,55.520338992552155,-7.572588532388222,25399.147000000004,564359.638
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.087804,51.02585,99.99611536671229,73.437,247.163
-114.089689,51.025951,99.9383079345429,92.02,389.358
-114.094703,51.027685,99.85157858595542,142.789,812.0930000000001
-114.083646,51.108532,98.33535000830149,1138.891,10097.181
-114.045017,51.110532,98.76674221151949,1479.877,13006.445
-114.024846,51.94367,77.90541815333943,4760.710999999999,107242.609
-113.814262,52.121477,72.63713658849538,5578.249,131847.849
-113.860716,52.324595,67.73849229480989,6398.21,155750.24899999998
-113.66298,52.554494,61.039970411276045,7421.196,186472.224
-113.492881,53.425177,39.45953289369176,10747.512999999999,285930.997
-113.492473,53.430194,39.4855844764597,10769.422999999999,286490.43899999995
-113.472497,53.437071,39.26074054198215,10841.697999999999,288222.66299999994
-113.351948,53.445034,37.007280425691775,11145.135999999999,296518.96199999994
-113.374155,53.62687,33.27459909398066,11903.698999999999,317466.65699999995
-113.383221,53.632258,33.25464837068389,11945.46,318315.42999999993
-113.318132,53.685594,31.639390517722692,12286.043,326581.65599999996
-113.320467,53.919533,26.717946916440766,13352.247,352690.23
-113.025328,54.036602,21.00385753603757,14384.322,380729.804
-112.95459,54.580545,8.806488318498142,16762.991,443670.511
-112.804407,54.594498,6.539387809043411,17164.354000000003,453991.17
-112.783635,54.810803,2.1947932714208838,18088.564000000002,478341.51399999997
-112.344514,54.820154,-3.104280136871587,19331.532000000003,506980.512
-112.342713,54.934919,-4.5230271861255,20056.914000000004,520176.149
-112.192013,54.994947,-5.938453060019892,20849.944000000003,532914.184
-112.189691,55.025339,-6.335891557419237,21230.909000000003,536376.751
-111.975555,55.05387,-8.206929225127137,22625.245000000003,550871.792
-111.968557,55.292871,-11.885967984740336,27268.363000000005,583284.233
-111.988614,55.300214,-12.136526846640761,27549.883000000005,584838.25
-112.04943765669529,55.35090459991658,-12.136526846640761,27549.883000000005,584838.25
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.087804,51.02585,99.99611536671229,73.437,247.163
-114.089689,51.025951,99.9383079345429,92.02,389.358
-114.094703,51.027685,99.85157858595542,142.789,812.0930000000001
-114.083646,51.108532,98.33535000830149,1138.891,10097.181
-114.045017,51.110532,98.76674221151949,1479.877,13006.445
-114.00074,51.174183,96.826210304332,1857.661,21198.826999999997
-114.024846,51.94367,77.70885274559603,4761.827,107242.60800000001
-113.814262,52.121477,72.46857705182583,5579.365,131847.848
-113.860716,52.324595,67.57162847347882,6399.514999999999,155750.248
-113.817049,52.430942,64.90783857864301,6818.143999999999,168252.01499999998
-113.66298,52.554494,60.86911019130719,7422.500999999999,186472.22199999998
-113.642843,52.997736,49.56826267478282,9051.395999999999,236042.292
-113.492881,53.425177,39.279778974441854,10747.124999999998,285930.999
-113.492473,53.430194,39.29325588761854,10769.034999999998,286490.441
-113.472497,53.437071,39.068411953140995,10841.309999999998,288222.665
-113.351948,53.445034,36.81495183685062,11144.747999999998,296518.964
-113.374155,53.62687,33.082270505139505,11903.310999999998,317466.659
-113.383221,53.632258,33.06186478594245,11945.022999999997,318315.432
-113.318132,53.685594,31.401337782167996,12278.981999999998,326581.658
-113.317787,53.922149,26.33700296686514,13342.266999999998,353030.937
-113.152276,53.950362,23.989671667848405,13784.002999999999,365098.022
-113.133213,54.019436,22.319483561472232,14085.670999999998,373355.761
-112.801592,54.098868,17.912466421652546,15054.809999999998,397270.657
-111.571121,54.123907,3.748357823227467,18865.886,481583.36
-111.4053,54.180253,1.2539386481727366,19399.130999999998,494538.682
-110.859376,54.180777,-4.402697480100295,20955.806999999997,530488.639
-110.815919,54.265632,-5.679292780745657,21442.558999999997,541042.325
-110.755166,54.267958,-6.231192103323363,21648.926999999996,545079.458
-110.76192,54.442408,-9.421776016280496,22564.433999999997,564595.7509999999
-110.484933,54.456867,-13.050930902918477,23301.581,583267.7799999999
-110.474425,54.631637,-15.802030646986255,24973.449999999997,603854.7189999999
-110.473208,54.632292,-15.8052834566745,24982.803999999996,603963.2039999999
-110.338855,54.732557,-17.64040006124931,26695.263999999996,619775.4489999999
-110.317459,54.782478,-19.15798465767939,27733.297999999995,631268.9139999999
-110.1959241172141,54.8582342205158,-19.15798465767939,27733.297999999995,631268.9139999999
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.087804,51.02585,99.99611536671229,73.437,247.163
-114.089689,51.025951,99.9383079345429,92.02,389.358
-114.094703,51.027685,99.85157858595542,142.789,812.0930000000001
-114.083646,51.108532,98.33535000830149,1138.891,10097.181
-114.045017,51.110532,98.76674221151949,1479.877,13006.445
-114.00074,51.174183,96.826210304332,1857.661,21198.826999999997
-114.024846,51.94367,77.70885274559603,4761.827,107242.60800000001
-113.814262,52.121477,72.46857705182583,5579.365,131847.848
-113.860716,52.324595,67.57162847347882,6399.514999999999,155750.248
-113.817049,52.430942,64.90783857864301,6818.143999999999,168252.01499999998
-113.66298,52.554494,60.86911019130719,7422.500999999999,186472.22199999998
-113.642843,52.997736,49.56826267478282,9051.395999999999,236042.292
-113.492881,53.425177,39.279778974441854,10747.124999999998,285930.999
-113.492473,53.430194,39.29325588761854,10769.034999999998,286490.441
-113.472497,53.437071,39.068411953140995,10841.309999999998,288222.665
-113.348603,53.44759,36.74913352417135,11157.910999999998,296880.035
-113.343983,53.556939,34.57687111632222,11601.120999999997,309137.28199999995
-113.343607,53.561186,34.6598697168522,11622.362999999998,309610.8109999999
-113.337592,53.567527,34.58196552475871,11659.985999999997,310467.57099999994
-112.293011,53.570087,19.432737917034586,14139.817999999997,379820.67999999993
-112.08291,53.478122,15.882766009397765,14778.472999999998,397834.75599999994
-111.930596,53.481527,13.381636415656725,15143.327999999998,408084.0829999999
-111.378839,53.307456,4.336441864976976,16707.676,451581.97399999993
-110.321711,53.333054,-10.448233539683802,19420.46,523354.6379999999
-110.323916,53.518159,-12.52114094334856,20505.951999999997,544057.519
-109.675811,53.511841,-19.59109240287356,22476.19,587743.64
-109.200149,53.598832,-26.059275293884838,24021.107,622117.398
-109.200063,53.635194,-26.540293005148705,24259.571,626165.2320000001
-109.128913,53.738736,-29.127450088442025,24859.84,639806.7570000001
-109.116636,54.006011,-33.84313018465152,26039.232,669779.2470000001
-108.683142,54.035204,-38.35884983214799,27600.92,700607.3990000001
-108.67777,54.086553,-38.73559678356439,28028.674,706405.7710000001
-108.68259752465627,54.0865555136594,-38.697215932203406,28028.677,706405.8
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.086361,51.029279,99.94876645578898,72.601,270.211
-114.085833,51.032411,99.8740239443093,123.756,627.957
-114.083611,51.032419,99.85653968169184,150.137,783.517
-114.081521,51.041943,99.97205902924028,373.719,1868.981
-114.05842,51.041293,99.97515708369669,674.896,3487.5429999999997
-114.057926,51.048251,99.87978624302151,834.64,4263.526
-114.050708,51.04978,99.90003247468593,918.079,4834.207
-114.008754,51.045842,99.03629258724541,1119.828,7927.546
-114.001895,51.043844,98.99878397730645,1173.8,8495.472
-114.0016,51.06313,98.57875284606119,1382.437,10643.791
-113.691819,51.037581,95.00070394449729,2418.622,34777.907999999996
-113.686871,51.037374,94.81721435919017,2431.785,35125.03
-113.678579,51.212745,91.14571222668823,3232.0969999999998,55693.091
-113.521161,51.386963,87.00370127231564,4221.165999999999,80524.548
-112.908062,51.387099,79.32943335276063,5917.624,123307.943
-112.728181,51.417186,76.70271510351266,6476.519,137898.142
-112.700657,51.457851,77.3381140581996,6749.804,143134.835
-112.710014,51.461818,77.31521647023207,6813.644,143927.93
-112.721696,51.647688,72.0318567676368,7739.5470000000005,165123.78
-111.640448,51.619893,57.44060824450807,10611.649000000001,240425.913
-110.757135,51.401919,43.89097931579068,13132.801000000001,307324.882
-110.557611,51.387048,40.91543093058003,13673.831000000002,321646.124
-109.998026,51.38706,33.769763622460005,15155.915000000003,360911.69800000003
-109.763022,51.474846,30.032086156207704,15872.476000000002,380254.759
-109.168199,51.474911,22.04133635668326,17480.679000000004,421497.829
-109.129992,51.914158,14.153905795643741,19834.208000000002,471124.634
-109.153197,51.930864,13.96679604674974,20017.621000000003,473573.961
-109.144316,52.434916,4.366214921994741,22578.300000000003,531530.348
-108.713868,52.405694,-0.5803326497082102,24023.984000000004,561710.977
-108.713908,52.413099,-0.6300345920330639,24082.859000000004,562535.385
-108.689893,52.408959,-0.8085452905122568,24246.310000000005,564241.02
-108.592235,52.613687,-5.016915783510528,25456.097000000005,589287.911
-108.349933,52.734023,-6.9359529360224705,26476.531000000006,611449.071
-108.314471,52.736193,-7.097777280280711,26625.535000000007,613865.489
-108.312086,52.763942,-7.263976381911583,26831.741000000005,617225.2919999999
-108.299057,52.773369,-7.941051851074977,26937.368000000006,618635.9479999999
-108.301892,52.842058,-9.113419432030533,27431.327000000005,626303.1629999998
-108.011497,52.842068,-12.663345888356153,28406.094000000005,645828.9849999999
-107.985121,52.899456,-13.722482970195735,28806.115000000005,652844.0639999999
-107.866941,52.901542,-14.827343083866,29256.921000000006,660856.5489999999
-107.86619,52.958609,-16.067487451987795,29540.001000000007,667289.4199999999
-107.817922,52.960758,-16.4853801998976,29715.573000000008,670604.7869999999
-107.78319,53.15889,-21.653907726925045,30923.289000000008,694718.4629999999
-107.609982,53.163137,-23.421665433675262,31504.928000000007,706390.4999999999
-107.609933,53.105006,-24.26042118769307,32047.590000000007,712861.6449999999
-107.615941,53.104916,-24.21152856717897,32099.45400000001,713263.2909999999
-107.61580724145821,53.101708434793544,-24.223963848354977,32262.947000000007,714359.1509999998
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.086361,51.029279,99.94876645578898,72.601,270.211
-114.085833,51.032411,99.8740239443093,123.756,627.957
-114.083611,51.032419,99.85653968169184,150.137,783.517
-114.081521,51.041943,99.97205902924028,373.719,1868.981
-114.05842,51.041293,99.97515708369669,674.896,3487.5429999999997
-114.057926,51.048251,99.87978624302151,834.64,4263.526
-114.050708,51.04978,99.90003247468593,918.079,4834.207
-114.008754,51.045842,99.03629258724541,1119.828,7927.546
-114.001895,51.043844,98.99878397730645,1173.8,8495.472
-114.0016,51.06313,98.57875284606119,1382.437,10643.791
-113.691819,51.037581,95.00070394449729,2418.622,34777.907999999996
-113.686871,51.037374,94.81721435919017,2431.785,35125.03
-113.678579,51.212745,91.14571222668823,3232.0969999999998,55693.091
-113.521161,51.386963,87.00370127231564,4221.165999999999,80524.548
-112.908062,51.387099,79.32943335276063,5917.624,123307.943
-112.728181,51.417186,76.70271510351266,6476.519,137898.142
-112.700657,51.457851,77.3381140581996,6749.804,143134.835
-112.710014,51.461818,77.31521647023207,6813.644,143927.93
-112.721696,51.647688,72.0318567676368,7739.5470000000005,165123.78
-111.64133,51.61999,57.452892946906786,10609.278,240364.00699999998
-110.755776,51.401667,43.8796415028625,13137.869,307423.40499999997
-109.998026,51.38706,33.77823153746185,15157.289,360911.70999999996
-109.76491,51.474725,30.067424248266157,15868.966,380123.175
-108.517476,51.474734,13.139443990881272,19243.989,466721.855
-108.161772,51.51146,8.548378522339235,20191.973,492219.55199999997
-107.740252,51.620233,2.855644316900004,21475.393000000004,524255.85299999994
-107.517989,51.784542,-1.2191783907326288,22456.019000000004,548150.5819999999
-107.253702,51.85386,-4.878481334257843,23217.436000000005,568029.521
-107.049647,51.97325,-8.648221478079558,23955.303000000004,587462.603
-107.051345,51.982056,-8.62159882131703,24009.258000000005,588459.0650000001
-107.050944,51.982292,-8.545892301641315,24015.944000000007,588502.8970000001
-107.0478061164382,51.98224072194079,-8.545892301641315,24015.944000000007,588502.8970000001
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.086361,51.029279,99.94876645578898,72.601,270.211
-114.085833,51.032411,99.8740239443093,123.756,627.957
-114.083611,51.032419,99.85653968169184,150.137,783.517
-114.081521,51.041943,99.97205902924028,373.719,1868.981
-114.05842,51.041293,99.97515708369669,674.896,3487.5429999999997
-114.057926,51.048251,99.87978624302151,834.64,4263.526
-114.050708,51.04978,99.90003247468593,918.079,4834.207
-114.008754,51.045842,99.03629258724541,1119.828,7927.546
-114.001895,51.043844,98.99878397730645,1173.8,8495.472
-114.0016,51.06313,98.57875284606119,1382.437,10643.791
-113.691819,51.037581,95.00070394449729,2418.622,34777.907999999996
-113.686871,51.037374,94.81721435919017,2431.785,35125.03
-113.678579,51.212745,91.14571222668823,3232.0969999999998,55693.091
-113.521161,51.386963,87.00370127231564,4221.165999999999,80524.548
-112.908062,51.387099,79.32943335276063,5917.624,123307.943
-112.728181,51.417186,76.70271510351266,6476.519,137898.142
-112.700657,51.457851,77.3381140581996,6749.804,143134.835
-112.710014,51.461818,77.31521647023207,6813.644,143927.93
-112.721696,51.647688,72.0318567676368,7739.5470000000005,165123.78
-111.640448,51.619893,57.44060824450807,10611.649000000001,240425.913
-110.757135,51.401919,43.89097931579068,13132.801000000001,307324.882
-110.557268,51.387033,40.91049602086505,13674.717,321670.012
-109.998026,51.38706,33.76977079175803,15155.915,360911.7
-109.763022,51.474846,30.03208558622124,15872.476,380254.761
-108.517476,51.474734,13.131106503721018,19242.615,466721.839
-107.996672,51.547587,6.584163479012713,20685.780000000002,504709.007
-107.99609,51.503851,5.666014330990256,20916.155000000002,509599.174
-107.480351,51.474762,-0.059730123621728026,22547.651,545786.549
-107.480359,51.329072,-3.248579973028991,23242.625,562004.75
-107.434001,51.327383,-3.684749094531354,23443.543,565302.072
-107.423306,51.266932,-5.235819017526977,23802.371000000003,572241.1900000001
-107.421505,50.981536,-11.117220087899007,25215.504000000004,604120.8910000001
-107.050937,50.979657,-14.71724790660161,26412.565000000006,630154.8500000001
-107.050984,50.921538,-16.00198742189818,26747.555000000008,636628.893
-107.043542,50.921534,-15.918771920636278,26779.923000000006,637151.13
-107.043381,50.892541,-16.53573695303741,26948.017000000007,640378.693
-107.025094,50.892545,-16.513450115008872,27026.79200000001,641662.84
-107.020405,50.805179,-17.60662247911089,27528.99100000001,651426.828
-106.997281,50.805109,-17.875572342633635,27618.06500000001,653053.917
-106.98292622300168,50.810915257817285,-17.875572342633635,27618.06500000001,653053.917
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.087804,51.02585,99.99611536671229,73.437,247.163
-114.089689,51.025951,99.9383079345429,92.02,389.358
-114.090444,51.024131,99.89519559058022,134.524,687.2909999999999
-114.118535,51.024052,99.31412302362759,429.306,2656.033
-114.118104,51.00343,99.08299181438412,591.754,4954.454
-114.099319,50.995172,99.12387318817294,714.341,6867.42
-114.041231,50.994237,99.13979198316306,1017.591,10971.128
-113.929869,50.979487,97.89359535606604,1534.74,19444.992
-113.913453,50.918014,96.37803523894964,1819.095,26743.839
-113.907346,50.906984,96.22459132081684,1881.199,28074.933
-113.005414,50.863491,85.94019267507839,4782.906,95086.581
-112.472033,50.832167,77.89766959611507,6138.6,133976.89
-112.348733,50.733183,75.06665093742866,6694.537,149203.084
-111.979033,50.634279,68.94065993713885,7701.2080000000005,177867.789
-110.596359,49.967262,42.91699736315404,12232.189,302606.297
-110.421985,49.982707,40.49314879885061,12720.347,315314.39300000004
-110.160686,49.937307,35.90498501449363,13428.982,335103.862
-109.345213,49.982008,23.271325252030643,15593.672,394682.522
-108.483864,50.101491,9.772983222039628,17969.055,459151.874
-108.483294,50.092935,9.672403952243753,18046.922,460109.079
-108.484756,50.092932,9.708203014502756,18071.049,460213.49100000004
-108.421506,49.727564,0.9275078724940435,19932.603,502403.90900000004
-107.404536,49.727439,-9.561288873830065,23310.879999999997,575916.3230000001
-107.404629,49.667964,-10.533440998754598,23930.418999999998,582537.089
-107.38909074299994,49.66795665521362,-10.481975225158708,23930.422,582537.111
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.086361,51.029279,99.94876645578898,72.601,270.211
-114.085833,51.032411,99.8740239443093,123.756,627.957
-114.083611,51.032419,99.85653968169184,150.137,783.517
-114.081521,51.041943,99.97205902924028,373.719,1868.981
-114.05842,51.041293,99.97515708369669,674.896,3487.5429999999997
-114.057926,51.048251,99.87978624302151,834.64,4263.526
-114.050708,51.04978,99.90003247468593,918.079,4834.207
-114.008754,51.045842,99.03629258724541,1119.828,7927.546
-114.001895,51.043844,98.99878397730645,1173.8,8495.472
-114.0016,51.06313,98.57875284606119,1382.437,10643.791
-113.079635,51.035802,87.34923487053388,4028.3689999999997,77658.783
-113.02311,50.86501,82.97173251393208,4749.661999999999,97971.19099999999
-112.472033,50.832167,74.78184398163044,6144.502999999999,138139.28499999997
-112.348733,50.733183,71.95393909239074,6700.439999999999,153365.47899999996
-111.979033,50.634279,65.82394643328936,7706.627999999999,182030.18399999995
-110.596359,49.967262,39.81264157776798,12239.348999999998,306768.6919999999
-110.421985,49.982707,37.38851121934015,12727.506999999998,319476.78799999994
-110.160686,49.937307,32.78726387597234,13434.554999999998,339266.2569999999
-109.345213,49.982008,20.169202158531796,15601.204999999998,398844.9169999999
-108.483864,50.101491,6.597204303824741,17965.862999999998,463314.2689999999
-108.483294,50.092935,6.498229284325616,18043.969999999998,464271.47399999993
-108.484756,50.092932,6.534813646228182,18066.548,464375.88599999994
-108.484784,49.925423,2.0749981941271134,18935.024999999998,483097.45999999996
-108.421486,49.858453,0.3158502619126704,19318.673,491995.67199999996
-108.449828,49.383099,-9.127881293030054,21846.254,545607.8709999999
-108.382395,49.205737,-11.318545996862433,23111.341,567466.016
-108.391444,48.843887,-17.425202585561706,25179.919,608222.485
-108.390046,48.843515,-17.373831863861355,25204.488,608336.389
-108.39005,48.814681,-17.695960801956367,25709.004,611546.189
-108.368691,48.814474,-17.846965530065006,25959.573,613114.132
-108.368713,48.800955,-18.022160984718436,26115.06,614619.073
-108.367482,48.800225,-18.03478314299459,26128.361,614747.451
-108.346721,48.800139,-18.208818747040365,26284.99,616269.798
-108.346743,48.77851,-18.374877797349818,26663.982,618677.553
-108.34688,48.77554,-18.41518839965807,26715.939,619009.0959999999
-108.330428,48.767412,-18.5844672392687,27028.378999999997,620992.8709999999
-108.296948,48.669679,-19.790091664899816,28679.704999999998,635359.073
-108.25614,48.652605,-20.215041192742504,29093.344999999998,639380.237
-108.25521,48.652536,-20.20295204646552,29102.929999999997,639449.0599999999
-108.253393,48.644199,-20.210431701026728,29201.456999999995,640404.6619999999
-108.253444,48.624596,-20.35949775977156,29426.109999999993,642586.9239999999
-108.209855,48.62615,-20.704765897174713,29767.709999999992,645851.3339999999
-108.209717,48.626332,-20.68418378205554,29771.836999999992,645873.9959999999
-108.20958823477616,48.626300357898415,-20.68418378205554,29771.836999999992,645873.9959999999
-114.087835,51.0276233,100.0,0.0,0.0
-114.087847,51.027586,100.0,0.0,0.0
-114.087917,51.027598,99.99452197815646,45.981,51.382
-114.086361,51.029279,99.94876645578898,72.601,270.211
-114.085833,51.032411,99.8740239443093,123.756,627.957
-114.083611,51.032419,99.85653968169184,150.137,783.517
-114.081521,51.041943,99.97205902924028,373.719,1868.981
-114.05842,51.041293,99.97515708369669,674.896,3487.5429999999997
-114.057926,51.048251,99.87978624302151,834.64,4263.526
-114.050708,51.04978,99.90003247468593,918.079,4834.207
-114.008754,51.045842,99.03629258724541,1119.828,7927.546
-114.001895,51.043844,98.99878397730645,1173.8,8495.472
-114.0016,51.06313,98.57875284606119,1382.437,10643.791
-113.079635,51.035802,87.34923487053388,4028.3689999999997,77658.783
-113.022069,50.86459,82.96099779659848,4752.503,98058.0
-112.473783,50.832767,74.81166492346068,6139.463,137999.289
-112.348733,50.733183,71.95386186285654,6700.44,153365.48299999998
-111.979033,50.634279,65.82397175023864,7706.628,182030.18799999997
-110.599269,49.968057,39.86486653184047,12230.27,306541.70399999997
-110.339627,49.95558,35.817178000598254,12975.781,326161.59099999996
-110.343422,49.76996,29.80079489987937,14121.269,346996.81399999995
-110.250574,49.617726,22.71389452314894,15008.255000000001,366545.339
-110.292923,49.362385,21.120703707574048,16446.010000000002,397250.978
-110.215165,48.999114,17.474614100595588,18725.730000000003,440031.556
-110.214192,48.929882,16.43202949842707,19129.120000000003,447819.218
-110.118672,48.913083,14.961769043328623,19502.959000000003,456197.524
-109.671285,48.558308,7.651323664199425,22119.542,509492.426
-109.671935,48.553043,7.656323929760867,22192.309,510081.22099999996
-109.675034,48.553338,7.6665331510198005,22222.874,510311.92399999994
-109.713439,48.40773,3.2210599165572305,23219.208,527292.8319999999
-109.642163,48.177914,-5.394468263628118,24829.584,555855.193
-109.604001,48.090143,-5.105445923710996,26605.103,570444.745
-109.605881,48.071441,-4.939476580565434,26940.611,572582.959
-109.555817,48.05215,-5.986947211959256,27674.653000000002,577246.285
-109.517689,47.999983,-5.333592517675304,28740.422000000002,584166.387
